Timestamp,Birth Year,Gender,Current Brand,Ownership Duration,Top Priorities,Information Source,Purchase Preference,Previous Brand,Loyalty (1-5),Other Devices?,AI Features (1-5),Foldable Interest,Max Budget,After-Sales (1-5)
20/01/2026 14:33:48,2004,Male,Redmi,5 years,"Battery, Affordability, SOC",Friend/Family,One-time full payment,Vivo,5,No,3,No,around 15 lakhs,5
20/01/2026 15:56:22,2006,Female,Samsung,2 years,"Camera, Gaming",Tiktok Comparisons,One-time full payment,Redmi,4,No,4,Yes,around 15 lakhs,4
21/01/2026 07:33:44,2004,Female,Apple,4 years,"Camera, Brand Image",In-store demos,One-time full payment,Samsung,5,Yes,4,No,above 20 lakhs,3
21/01/2026 08:22:29,2003,Male,Redmi,3 years,"Battery, Gaming",Tech Youtuber,One-time full payment,Xiaomi,4,No,2,No,around 10 lakhs,4
21/01/2026 09:44:56,2005,Female,Samsung,1 year,"Camera, Battery",Friend/Family,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
21/01/2026 10:33:38,2004,Female,Apple,2 years,"Camera, Brand Image, SOC",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,5,Maybe,above 20 lakhs,4
21/01/2026 11:56:22,2006,Male,Redmi,4 months,"Gaming, SOC",Tech Youtuber,One-time full payment,Redmi,4,No,3,No,around 10 lakhs,3
21/01/2026 12:22:47,2004,Female,Xiaomi,3 years,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Redmi,3,No,4,Maybe,around 10 lakhs,5
21/01/2026 13:44:22,2005,Female,Apple,2 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,5,No,above 20 lakhs,4
21/01/2026 14:22:54,2004,Male,Samsung,3 years,"Camera, SOC",Tech Youtuber,One-time full payment,Vivo,3,No,4,No,around 20 lakhs,5
21/01/2026 15:56:38,2003,Female,Redmi,2 years,"Battery, Affordability",In-store demos,One-time full payment,Redmi,3,No,3,No,around 8 lakhs,3
22/01/2026 07:22:33,2004,Female,Apple,3 years,"Camera, Brand Image",Friend/Family,One-time full payment,Samsung,5,Yes,4,Yes,above 20 lakhs,5
22/01/2026 08:44:48,2007,Male,Redmi,2 years,"Gaming, Battery",Tiktok Comparisons,One-time full payment,Redmi,4,No,2,No,around 10 lakhs,3
22/01/2026 09:33:55,2005,Female,Samsung,4 years,"Camera, Battery",Tech Youtuber,One-time full payment,Xiaomi,4,Yes,4,No,around 20 lakhs,5
22/01/2026 10:56:33,2004,Female,Apple,1 year,"Camera, Brand Image",Social Media Ads,One-time full payment,Redmi,5,Yes,5,Maybe,above 20 lakhs,4
22/01/2026 11:22:48,2006,Male,Redmi,5 years,"Battery, Affordability",Friend/Family,One-time full payment,Vivo,4,No,3,No,around 15 lakhs,5
22/01/2026 12:44:22,2004,Female,Samsung,3 years,"Camera, Battery, Affordability",In-store demos,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
22/01/2026 13:18:37,2003,Male,Apple,2 years,"Camera, SOC",Tech Youtuber,One-time full payment,Xiaomi,4,Yes,4,No,above 20 lakhs,5
22/01/2026 14:33:44,2005,Female,Redmi,3 months,"Camera, Gaming",Tiktok Comparisons,One-time full payment,Techno,4,No,3,Yes,around 10 lakhs,4
22/01/2026 15:56:19,2004,Female,Apple,2 years,"Camera, Battery, Brand Image",Friend/Family,One-time full payment,Samsung,5,Yes,5,No,above 20 lakhs,3
23/01/2026 07:44:55,2006,Female,Samsung,3 years,"Camera, Battery",Social Media Ads,One-time full payment,Redmi,4,No,4,Maybe,around 15 lakhs,5
23/01/2026 08:22:38,2004,Male,Redmi,1 year,"Gaming, Affordability",Tech Youtuber,One-time full payment,Redmi,4,No,2,No,around 10 lakhs,3
23/01/2026 09:56:22,2005,Female,Apple,2 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,5,No,above 20 lakhs,4
23/01/2026 10:33:17,2004,Female,Xiaomi,4 years,"Battery, Affordability",Friend/Family,One-time full payment,Vivo,3,No,4,Maybe,around 10 lakhs,5
23/01/2026 11:44:33,2003,Male,Samsung,2 years,"Camera, Battery, SOC",Tech Youtuber,One-time full payment,Huawei,4,No,3,No,around 20 lakhs,4
23/01/2026 12:22:49,2004,Female,Redmi,5 years,"Camera, Battery",In-store demos,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
23/01/2026 13:56:44,2006,Female,Apple,1 year,"Camera, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,5,Yes,above 20 lakhs,4
23/01/2026 14:33:22,2005,Male,Redmi,3 months,"Gaming, SOC",Friend/Family,One-time full payment,Redmi,5,No,3,No,around 10 lakhs,3
24/01/2026 07:22:56,2004,Female,Samsung,2 years,"Camera, Battery",Tech Youtuber,One-time full payment,Xiaomi,4,No,4,No,around 15 lakhs,5
24/01/2026 08:44:22,2003,Female,Apple,3 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Apple,5,Yes,5,Maybe,above 20 lakhs,5
24/01/2026 09:33:48,2004,Male,Redmi,4 years,"Battery, Gaming, Affordability",Friend/Family,One-time full payment,Vivo,4,No,3,No,around 15 lakhs,4
24/01/2026 10:56:33,2005,Female,Apple,2 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Redmi,5,Yes,5,No,above 20 lakhs,5
24/01/2026 11:22:19,2007,Female,Samsung,3 years,"Camera, Battery",In-store demos,One-time full payment,Oppo,4,No,4,No,around 10 lakhs,3
24/01/2026 12:44:55,2004,Female,Redmi,6 months,"Camera, Gaming",Tiktok Comparisons,Monthly installments,Redmi,3,No,3,Maybe,around 6 lakhs,4
25/01/2026 07:22:34,2004,Female,Redmi,2 years,"Camera, Battery",Friend/Family,One-time full payment,Vivo,2,No,4,Maybe,around 15 lakhs,4
25/01/2026 08:44:19,2003,Female,Samsung,3 months,Camera,Friend/Family,One-time full payment,Samsung,4,No,5,Yes,above 20 lakhs,5
25/01/2026 09:33:47,2005,Female,Redmi,3 months,"Battery, Gaming",Friend/Family,One-time full payment,Samsung,5,No,3,No,around 10 lakhs,3
25/01/2026 10:56:22,2005,Female,Samsung,4 years,"Camera, Battery",Social Media Ads,One-time full payment,Redmi,4,Yes,4,Maybe,around 10 lakhs,5
25/01/2026 11:22:58,2004,Female,Samsung,2 years,"Camera, Battery",In-store demos,One-time full payment,Xiaomi,4,No,3,Yes,around 15 lakhs,4
25/01/2026 12:44:33,2004,Male,Redmi,5 years,"Battery, Affordability, SOC",Tech Youtuber,One-time full payment,Samsung,5,No,5,No,around 15 lakhs,5
25/01/2026 13:18:29,2004,Male,Apple,3 years,"Camera, Brand Image",Own research,One-time full payment,Xiaomi,4,Yes,4,Maybe,around 20 lakhs,5
25/01/2026 14:33:55,2007,Male,Techno,2 years,Battery,Friend/Family,One-time full payment,Oppo,3,No,5,Maybe,around 20 lakhs,5
25/01/2026 15:56:44,2004,Female,Redmi,5 months,"Camera, Battery, Gaming",Tiktok Comparisons,Monthly installments,Redmi,3,No,3,Maybe,around 6 lakhs,5
25/01/2026 16:22:18,2005,Female,Samsung,4 months,"Camera, Battery",In-store demos,One-time full payment,Apple,5,No,5,Maybe,above 20 lakhs,5
26/01/2026 07:33:22,2004,Female,Apple,1 year,Camera,Tiktok Comparisons,One-time full payment,Redmi,5,Yes,4,No,above 20 lakhs,5
26/01/2026 08:44:56,2004,Female,Redmi,4 years,"Camera, Battery, Gaming",Tech Youtuber,One-time full payment,Xiaomi,4,No,3,Maybe,around 15 lakhs,4
26/01/2026 09:22:33,2007,Male,Redmi,3 years,Gaming,Tech Youtuber,One-time full payment,Redmi,4,No,1,No,around 10 lakhs,2
26/01/2026 10:56:47,2006,Female,Apple,3 months,"Camera, Battery",Friend/Family,One-time full payment,Redmi,5,Yes,2,Maybe,above 20 lakhs,5
26/01/2026 11:33:28,1976,Female,Redmi,2 months,"Camera, Brand Image",Friend/Family,One-time full payment,Vivo,4,No,3,Maybe,around 8 lakhs,3
26/01/2026 12:44:19,2003,Female,Redmi,5 years,Camera,Tech Youtuber,One-time full payment,Redmi,2,No,4,Maybe,around 15 lakhs,5
26/01/2026 13:22:44,2000,Male,Infinix,1 year,"Camera, Affordability",Tech Youtuber,One-time full payment,Redmi,1,No,1,Maybe,Affordable,1
26/01/2026 14:56:33,2005,Male,Samsung,3 years,Brand Image,In-store demos,One-time full payment,Huawei,4,No,3,No,around 10 lakhs,4
26/01/2026 15:33:18,2002,Female,Xiaomi,25 days,"Camera, Battery, Brand, Affordability",Tech Youtuber,One-time full payment,Redmi,4,No,4,No,around 20 lakhs,5
27/01/2026 07:44:22,2003,Male,Apple,1 year,Camera,Tiktok Comparisons,One-time full payment,Xiaomi,4,Yes,3,No,above 20 lakhs,5
27/01/2026 08:22:56,2004,Male,Honor,3 years,"Camera, Battery",Social Media Ads,One-time full payment,Realmi,4,No,4,Yes,around 15 lakhs,3
27/01/2026 09:33:19,2005,Male,Redmi,1 month,"Gaming, SOC",Tech Youtuber,One-time full payment,Redmi,5,No,4,No,around 10 lakhs,3
27/01/2026 10:56:44,2004,Male,Apple,4 years,"Gaming, Affordability",Friend/Family,One-time full payment,Vivo,4,No,4,Maybe,around 15 lakhs,5
27/01/2026 11:22:37,2004,Male,Apple,4 years,SOC,Tech Youtuber,One-time full payment,Samsung,2,Yes,1,No,above 20 lakhs,5
27/01/2026 12:44:28,2006,Female,Redmi,4 months,"Camera, Battery, Affordability, SOC",Tiktok Comparisons,One-time full payment,Techno,4,No,4,Yes,around 10 lakhs,5
27/01/2026 13:33:55,2005,Female,Xiaomi,4 months,Camera,Tech Youtuber,One-time full payment,Techno,3,No,3,Maybe,around 10 lakhs,5
27/01/2026 14:22:49,2004,Female,Redmi,4 years,"Camera, Battery, Gaming",Tech Youtuber,One-time full payment,Redmi,4,No,3,Maybe,around 15 lakhs,4
28/01/2026 07:33:44,2003,Male,Realmi,3 years,"Camera, Battery, Gaming, Affordability",Tech Youtuber,One-time full payment,Xiaomi,3,No,3,Maybe,around 20 lakhs,4
28/01/2026 08:22:18,2007,Male,Redmi,1 month,"Battery, Gaming, SOC",Tiktok Comparisons,One-time full payment,Redmi,5,No,2,No,around 20 lakhs,5
28/01/2026 09:44:56,2004,Female,Redmi,5 years,Brand Image,In-store demos,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
28/01/2026 10:33:22,2004,Male,Redmi,4 months,"Camera, SOC",Tech Youtuber,One-time full payment,Vivo,1,Yes,4,Maybe,around 15 lakhs,4
28/01/2026 11:56:47,2004,Female,Apple,3 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,3,Maybe,above 20 lakhs,3
28/01/2026 12:22:33,2005,Male,Apple,9 months,Camera,Tiktok Comparisons,One-time full payment,Samsung,4,No,4,No,above 20 lakhs,5
28/01/2026 13:44:29,2006,Male,Apple,1.5 years,"Camera, Battery, Brand Image",Tiktok Comparisons,One-time full payment,Vivo,5,No,5,No,above 20 lakhs,5
28/01/2026 14:33:18,2004,Female,Apple,2 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,4,Yes,around 20 lakhs,5
29/01/2026 07:22:55,1987,Female,Vivo,2 years,"Camera, Battery",Friend/Family,One-time full payment,Vivo,4,No,2,Maybe,around 15 lakhs,5
29/01/2026 08:44:33,1991,Female,Xiaomi,4 years,"Battery, Affordability",In-store demos,One-time full payment,Apple,3,No,3,No,around 10 lakhs,4
29/01/2026 09:33:27,1972,Female,Infinix,3 years,Affordability,In-store demos,Second-hand,Redmi,3,No,3,Yes,around 8 lakhs,3
29/01/2026 10:56:44,1981,Male,Xiaomi,5 years,"Battery, Affordability",Friend/Family,One-time full payment,Vivo,4,No,4,No,around 8 lakhs,4
29/01/2026 11:22:19,2000,Female,Xiaomi,4 years,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Samsung,3,No,1,Maybe,around 6 lakhs,1
29/01/2026 12:44:38,2004,Female,Apple,2 years,"Camera, Battery",Tiktok Comparisons,One-time full payment,Redmi,4,No,4,No,above 20 lakhs,4
29/01/2026 13:33:22,2004,Female,Samsung,3 years,"Camera, Battery",Friend/Family,One-time full payment,Redmi,4,No,4,No,around 20 lakhs,5
30/01/2026 07:22:44,2003,Female,Honor,1 year,"Camera, Battery, Brand Image",Tech Youtuber,One-time full payment,Redmi,3,Yes,4,Yes,around 20 lakhs,5
30/01/2026 08:44:19,2003,Female,Infinix,2.5 years,Affordability,Friend/Family,One-time full payment,Redmi,1,No,3,No,around 10 lakhs,4
30/01/2026 09:33:56,2003,Female,Infinix,1 year,"Camera, Battery",In-store demos,One-time full payment,Redmi,2,No,4,No,around 20 lakhs,4
30/01/2026 10:56:33,2003,Female,Samsung,3 years,"Camera, Battery",Friend/Family,One-time full payment,Samsung,4,No,4,No,around 15 lakhs,5
30/01/2026 11:22:47,2004,Male,Oppo,2 months,"Camera, Battery, SOC",Tech Youtuber,Second-hand,Samsung,2,Yes,3,No,above 20 lakhs,3
30/01/2026 12:44:22,2003,Female,Oppo,1 month,"Camera, Battery",In-store demos,One-time full payment,Redmi,4,Yes,4,No,around 20 lakhs,4
30/01/2026 13:33:48,2003,Male,Redmi,1 year,"Battery, Gaming, Affordability, SOC",Friend/Family,One-time full payment,Samsung,5,No,1,No,around 10 lakhs,4
31/01/2026 07:44:22,2004,Female,Apple,3 years,"Camera, Brand Image",Friend/Family,One-time full payment,Samsung,5,Yes,4,No,above 20 lakhs,3
31/01/2026 08:22:56,2004,Female,Apple,3 years,"Camera, Brand Image, SOC",Social Media Ads,One-time full payment,Apple,5,Yes,2,No,above 20 lakhs,3
31/01/2026 09:33:19,2004,Female,Samsung,7 years,"Gaming, Affordability",Friend/Family,One-time full payment,Samsung,3,No,3,No,around 15 lakhs,5
31/01/2026 10:56:44,2005,Female,Samsung,5 years,"Battery, Brand Image",Social Media Ads,One-time full payment,Xiaomi,2,No,4,Maybe,around 20 lakhs,5
31/01/2026 11:22:38,2003,Female,Samsung,4 years,Camera,Tiktok Comparisons,One-time full payment,Samsung,4,Yes,4,Yes,around 15 lakhs,5
31/01/2026 12:44:29,2005,Female,Redmi,3 months,"Camera, Battery, Gaming, SOC",Tech Youtuber,One-time full payment,Redmi,4,No,3,No,around 10 lakhs,3
01/02/2026 07:33:44,2005,Female,Apple,3 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Apple,4,Yes,3,No,above 20 lakhs,3
01/02/2026 08:22:18,2002,Female,Apple,2 years,"Battery, Brand Image",In-store demos,One-time full payment,Huawei,3,No,3,Yes,above 20 lakhs,5
01/02/2026 09:44:56,2007,Female,Xiaomi,3 months,Camera,Social Media Ads,Monthly installments,Samsung,4,Yes,3,No,around 15 lakhs,3
01/02/2026 10:33:22,2002,Female,Apple,2 years,"Battery, Brand Image",In-store demos,One-time full payment,Huawei,3,No,3,Yes,above 20 lakhs,5
01/02/2026 11:56:47,2004,Female,Vivo,4 years,"Camera, Gaming",In-store demos,One-time full payment,Redmi,1,No,5,No,above 20 lakhs,2
01/02/2026 12:22:33,2004,Female,Redmi,9 months,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Redmi,2,No,1,No,around 8 lakhs,5
01/02/2026 13:44:29,2004,Female,Apple,1 year,Camera,Friend/Family,One-time full payment,Apple,1,Yes,1,Maybe,above 20 lakhs,1
02/02/2026 07:22:55,2002,Female,Apple,2 years,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Apple,5,Yes,4,No,above 20 lakhs,5
02/02/2026 08:44:33,2004,Female,Redmi,2 years,Camera,Friend/Family,One-time full payment,Redmi,3,No,2,No,around 8 lakhs,3
02/02/2026 09:33:27,2006,Female,Huawei,6 years,"Camera, Gaming",Own research,One-time full payment,Huawei,5,No,3,No,around 10 lakhs,5
02/02/2026 10:56:44,2005,Female,Techno,2 years,"Camera, Battery",Friend/Family,One-time full payment,Redmi,2,No,4,Yes,around 10 lakhs,5
02/02/2026 11:22:19,2005,Female,Apple,7 months,"Camera, Battery, SOC",Friend/Family,Second-hand,Oppo,4,No,4,No,around 20 lakhs,5
02/02/2026 12:44:38,2004,Female,Redmi,2 years,"Camera, Battery",Friend/Family,One-time full payment,Vivo,3,No,3,Maybe,around 15 lakhs,4
02/02/2026 13:33:22,2003,Female,Samsung,2 years,"Camera, Battery",Tech Youtuber,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
03/02/2026 07:22:44,2005,Male,Redmi,2 years,"Gaming, Battery",Friend/Family,One-time full payment,Redmi,4,No,2,No,around 10 lakhs,3
03/02/2026 08:44:19,2004,Female,Apple,2 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,3,Maybe,above 20 lakhs,3
03/02/2026 09:33:56,2006,Female,Samsung,3 years,"Camera, Battery",In-store demos,One-time full payment,Xiaomi,4,No,4,No,around 15 lakhs,5
03/02/2026 10:56:33,2003,Male,Apple,2 years,"Camera, SOC",Tech Youtuber,One-time full payment,Vivo,4,No,3,No,above 20 lakhs,5
03/02/2026 11:22:47,2004,Female,Redmi,1 year,"Camera, Affordability",Social Media Ads,One-time full payment,Redmi,3,No,3,Maybe,around 8 lakhs,3
03/02/2026 12:44:22,2005,Female,Apple,1 year,"Camera, Battery",Friend/Family,One-time full payment,Redmi,5,Yes,4,No,above 20 lakhs,5
03/02/2026 13:33:48,2004,Male,Samsung,3 years,"Battery, Gaming",Tech Youtuber,One-time full payment,Huawei,3,No,3,No,around 15 lakhs,4
04/02/2026 07:44:22,2003,Female,Xiaomi,2 years,"Camera, Battery, Affordability",Friend/Family,One-time full payment,Samsung,3,No,4,Maybe,around 10 lakhs,5
04/02/2026 08:22:56,2006,Female,Redmi,3 months,"Camera, Gaming",Tiktok Comparisons,One-time full payment,Techno,4,No,4,Yes,around 10 lakhs,5
04/02/2026 09:33:19,2004,Female,Apple,3 years,"Camera, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,3,No,above 20 lakhs,3
04/02/2026 10:56:44,2005,Male,Redmi,1 year,"Battery, SOC",Tech Youtuber,One-time full payment,Redmi,4,No,2,No,around 10 lakhs,3
04/02/2026 11:22:38,2004,Female,Samsung,2 years,"Camera, Battery",Friend/Family,One-time full payment,Redmi,4,No,4,No,around 20 lakhs,5
04/02/2026 12:44:29,2003,Female,Apple,2 years,"Camera, Battery, Brand Image",Tiktok Comparisons,One-time full payment,Xiaomi,5,Yes,4,Maybe,above 20 lakhs,5
05/02/2026 07:33:44,2007,Male,Redmi,2 years,"Gaming, Affordability",Friend/Family,One-time full payment,Redmi,4,No,1,No,around 10 lakhs,3
05/02/2026 08:22:18,2004,Female,Vivo,3 years,"Camera, Battery",In-store demos,One-time full payment,Redmi,2,No,4,No,around 15 lakhs,3
05/02/2026 09:44:56,2005,Female,Apple,1 year,"Camera, Brand Image",Social Media Ads,One-time full payment,Samsung,4,Yes,3,No,above 20 lakhs,3
05/02/2026 10:33:22,2004,Male,Xiaomi,2 years,"Battery, Affordability, SOC",Tech Youtuber,One-time full payment,Vivo,3,No,3,Maybe,around 15 lakhs,5
05/02/2026 11:56:47,2003,Female,Redmi,3 years,"Camera, Battery",Friend/Family,One-time full payment,Redmi,3,No,4,No,around 10 lakhs,5
05/02/2026 12:22:33,2006,Female,Apple,2 years,"Camera, Battery, Brand Image",Tiktok Comparisons,One-time full payment,Redmi,5,No,5,No,above 20 lakhs,5
06/02/2026 07:22:55,2004,Female,Samsung,4 years,"Camera, Battery",In-store demos,One-time full payment,Xiaomi,4,No,3,Maybe,around 15 lakhs,4
06/02/2026 08:44:33,2005,Male,Apple,1 year,"Camera, Gaming",Tech Youtuber,One-time full payment,Samsung,4,No,4,No,above 20 lakhs,5
06/02/2026 09:33:27,2004,Female,Redmi,3 years,"Battery, Affordability",Friend/Family,One-time full payment,Redmi,3,No,2,No,around 8 lakhs,4
06/02/2026 10:56:44,2003,Female,Samsung,2 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Apple,4,Yes,4,Yes,around 20 lakhs,5
06/02/2026 11:22:19,2007,Female,Redmi,1 year,"Camera, Gaming",Tech Youtuber,One-time full payment,Redmi,4,No,3,Maybe,around 10 lakhs,3
06/02/2026 12:44:38,2004,Male,Apple,3 years,"Camera, SOC",Friend/Family,One-time full payment,Vivo,4,Yes,3,No,above 20 lakhs,5
07/02/2026 07:33:22,2005,Female,Xiaomi,2 years,"Battery, Affordability",In-store demos,One-time full payment,Samsung,3,No,4,No,around 10 lakhs,3
07/02/2026 08:44:19,2004,Female,Apple,2 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Redmi,5,Yes,4,Maybe,above 20 lakhs,3
07/02/2026 09:33:56,2003,Male,Redmi,3 years,"Gaming, Battery",Tech Youtuber,One-time full payment,Xiaomi,4,No,2,No,around 15 lakhs,3
07/02/2026 10:56:33,2006,Female,Samsung,2 years,"Camera, Battery",Friend/Family,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
07/02/2026 11:22:47,2004,Female,Apple,1 year,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,3,No,above 20 lakhs,3
07/02/2026 12:44:22,2005,Male,Redmi,2 years,"Battery, Gaming, Affordability",Friend/Family,One-time full payment,Redmi,5,No,2,No,around 10 lakhs,3
08/02/2026 07:22:44,2004,Female,Redmi,3 years,"Camera, Battery, Affordability",Tech Youtuber,One-time full payment,Vivo,3,No,4,Maybe,around 15 lakhs,4
08/02/2026 08:44:19,2003,Female,Samsung,6 months,"Camera, Brand Image",Friend/Family,One-time full payment,Samsung,5,Yes,5,Yes,above 20 lakhs,5
08/02/2026 09:33:47,2005,Female,Redmi,2 months,"Battery, Gaming",Tiktok Comparisons,One-time full payment,Redmi,4,No,3,No,around 10 lakhs,3
08/02/2026 10:56:22,2006,Female,Apple,3 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,4,Maybe,above 20 lakhs,4
09/02/2026 07:22:34,2004,Female,Redmi,2 years,"Camera, Battery",Friend/Family,One-time full payment,Vivo,2,No,4,Maybe,around 15 lakhs,4
09/02/2026 08:44:19,2003,Female,Samsung,3 months,Camera,Friend/Family,One-time full payment,Samsung,4,No,5,Yes,above 20 lakhs,5
09/02/2026 09:33:47,2005,Female,Redmi,3 months,"Battery, Gaming",Friend/Family,One-time full payment,Samsung,5,No,3,No,around 10 lakhs,3
09/02/2026 10:56:22,2005,Female,Samsung,4 years,"Camera, Battery",Social Media Ads,One-time full payment,Redmi,4,Yes,4,Maybe,around 10 lakhs,5
09/02/2026 11:22:58,2004,Female,Samsung,2 years,"Camera, Battery",In-store demos,One-time full payment,Xiaomi,4,No,3,Yes,around 15 lakhs,4
09/02/2026 12:44:33,2004,Male,Redmi,5 years,"Battery, Affordability, SOC",Tech Youtuber,One-time full payment,Samsung,5,No,5,No,around 15 lakhs,5
09/02/2026 13:18:29,2004,Male,Apple,3 years,"Camera, Brand Image",Own research,One-time full payment,Xiaomi,4,Yes,4,Maybe,around 20 lakhs,5
09/02/2026 14:33:55,2007,Male,Techno,2 years,Battery,Friend/Family,One-time full payment,Oppo,3,No,5,Maybe,around 20 lakhs,5
09/02/2026 15:56:44,2004,Female,Redmi,5 months,"Camera, Battery, Gaming",Tiktok Comparisons,Monthly installments,Redmi,3,No,3,Maybe,around 6 lakhs,5
09/02/2026 16:22:18,2005,Female,Samsung,4 months,"Camera, Battery",In-store demos,One-time full payment,Apple,5,No,5,Maybe,above 20 lakhs,5
10/02/2026 07:33:22,2004,Female,Apple,1 year,Camera,Tiktok Comparisons,One-time full payment,Redmi,5,Yes,4,No,above 20 lakhs,5
10/02/2026 08:44:56,2004,Female,Redmi,4 years,"Camera, Battery, Gaming",Tech Youtuber,One-time full payment,Xiaomi,4,No,3,Maybe,around 15 lakhs,4
10/02/2026 09:22:33,2007,Male,Redmi,3 years,Gaming,Tech Youtuber,One-time full payment,Redmi,4,No,1,No,around 10 lakhs,2
10/02/2026 10:56:47,2006,Female,Apple,3 months,"Camera, Battery",Friend/Family,One-time full payment,Redmi,5,Yes,2,Maybe,above 20 lakhs,5
10/02/2026 11:33:28,1976,Female,Redmi,2 months,"Camera, Brand Image",Friend/Family,One-time full payment,Vivo,4,No,3,Maybe,around 8 lakhs,3
10/02/2026 12:44:19,2003,Female,Redmi,5 years,Camera,Tech Youtuber,One-time full payment,Redmi,2,No,4,Maybe,around 15 lakhs,5
10/02/2026 13:22:44,2000,Male,Infinix,1 year,"Camera, Affordability",Tech Youtuber,One-time full payment,Redmi,1,No,1,Maybe,Affordable,1
10/02/2026 14:56:33,2005,Male,Samsung,3 years,Brand Image,In-store demos,One-time full payment,Huawei,4,No,3,No,around 10 lakhs,4
10/02/2026 15:33:18,2002,Female,Xiaomi,25 days,"Camera, Battery, Brand, Affordability",Tech Youtuber,One-time full payment,Redmi,4,No,4,No,around 20 lakhs,5
11/02/2026 07:44:22,2003,Male,Apple,1 year,Camera,Tiktok Comparisons,One-time full payment,Xiaomi,4,Yes,3,No,above 20 lakhs,5
11/02/2026 08:22:56,2004,Male,Honor,3 years,"Camera, Battery",Social Media Ads,One-time full payment,Realmi,4,No,4,Yes,around 15 lakhs,3
11/02/2026 09:33:19,2005,Male,Redmi,1 month,"Gaming, SOC",Tech Youtuber,One-time full payment,Redmi,5,No,4,No,around 10 lakhs,3
11/02/2026 10:56:44,2004,Male,Apple,4 years,"Gaming, Affordability",Friend/Family,One-time full payment,Vivo,4,No,4,Maybe,around 15 lakhs,5
11/02/2026 11:22:37,2004,Male,Apple,4 years,SOC,Tech Youtuber,One-time full payment,Samsung,2,Yes,1,No,above 20 lakhs,5
11/02/2026 12:44:28,2006,Female,Redmi,4 months,"Camera, Battery, Affordability, SOC",Tiktok Comparisons,One-time full payment,Techno,4,No,4,Yes,around 10 lakhs,5
11/02/2026 13:33:55,2005,Female,Xiaomi,4 months,Camera,Tech Youtuber,One-time full payment,Techno,3,No,3,Maybe,around 10 lakhs,5
11/02/2026 14:22:49,2004,Female,Redmi,4 years,"Camera, Battery, Gaming",Tech Youtuber,One-time full payment,Redmi,4,No,3,Maybe,around 15 lakhs,4
12/02/2026 07:33:44,2003,Male,Realmi,3 years,"Camera, Battery, Gaming, Affordability",Tech Youtuber,One-time full payment,Xiaomi,3,No,3,Maybe,around 20 lakhs,4
12/02/2026 08:22:18,2007,Male,Redmi,1 month,"Battery, Gaming, SOC",Tiktok Comparisons,One-time full payment,Redmi,5,No,2,No,around 20 lakhs,5
12/02/2026 09:44:56,2004,Female,Redmi,5 years,Brand Image,In-store demos,One-time full payment,Redmi,4,No,4,No,around 15 lakhs,5
12/02/2026 10:33:22,2004,Male,Redmi,4 months,"Camera, SOC",Tech Youtuber,One-time full payment,Vivo,1,Yes,4,Maybe,around 15 lakhs,4
12/02/2026 11:56:47,2004,Female,Apple,3 years,"Camera, Brand Image",Tiktok Comparisons,One-time full payment,Samsung,5,Yes,3,Maybe,above 20 lakhs,3
12/02/2026 12:22:33,2005,Male,Apple,9 months,Camera,Tiktok Comparisons,One-time full payment,Samsung,4,No,4,No,above 20 lakhs,5
12/02/2026 13:44:29,2006,Male,Apple,1.5 years,"Camera, Battery, Brand Image",Tiktok Comparisons,One-time full payment,Vivo,5,No,5,No,above 20 lakhs,5
12/02/2026 14:33:18,2004,Female,Apple,2 years,"Camera, Battery, Brand Image",Social Media Ads,One-time full payment,Samsung,5,Yes,4,Yes,around 20 lakhs,5
13/02/2026 07:22:55,1987,Female,Vivo,2 years,"Camera, Battery",Friend/Family,One-time full payment,Vivo,4,No,2,Maybe,around 15 lakhs,5
13/02/2026 08:44:33,1991,Female,Xiaomi,4 years,"Battery, Affordability",In-store demos,One-time full payment,Apple,3,No,3,No,around 10 lakhs,4
